"f_Witness_id","i_incident_id"
100035,1000033
100036,1000034
100037,1000013
100038,1000013
100039,1000013
100040,1000035
100041,1000036
100042,1000037
100043,1000038
100044,1000039
100045,1000040
100046,1000041
100047,1000042
100048,1000043
100049,1000044
100050,1000045
100051,1000046
100052,1000047
100053,1000048
100054,1000049
100055,1000050
100056,1000051
100057,1000052
100057,1000053
100058,1000054
100059,1000055
100060,1000056
100061,1000057
100062,1000058
100063,1000059
100064,1000060
100065,1000061
100066,1000062
100067,1000063
100068,1000064
100069,1000065
100070,1000066
100071,1000067
100072,1000068
100073,1000069
100074,1000070
100075,1000071
100076,1000072
100077,1000073
100078,1000075
100079,1000076
100080,1000077
100081,1000078
100082,1000079
100083,1000080
100084,1000081
100085,1000082
100086,1000083
100087,1000084
100088,1000085
100089,1000086
100090,1000087
100091,1000088
100092,1000089
100093,1000090
100094,1000091
100095,1000092
100096,1000093
100097,1000094
100098,1000095
100099,1000096
100100,1000097
100101,1000098
100102,1000099
100103,1000100
100104,1000101
100105,1000102
100106,1000103
100107,1000104
100108,1000105
100109,1000106
100110,1000107
100111,1000108
100112,1000109
100113,1000110
100114,1000112
100115,1000113
100116,1000114
100117,1000115
100118,1000116
100120,1000117
100121,1000118
100122,1000119
100123,1000120
100124,1000121
100125,1000129
100126,1000130
100127,1000131
100128,1000132
100129,1000134
100130,1000135
100131,1000136
100132,1000138
100133,1000139
100134,1000140
100135,1000141
100136,1000142
100137,1000143
100138,1000145
100139,1000147
100140,1000148
100140,1000149
100141,1000150
100142,1000153
100143,1000154
100144,1000155
100145,1000157
100146,1000158
100147,1000159
100148,1000160
100149,1000161
100150,1000162
100151,1000163
100152,1000164
100153,1000165
100154,1000166
100155,1000167
100156,1000170
100157,1000171
100158,1000172
100159,1000173
100160,1000174
100161,1000175
100162,1000176
100163,1000177
100164,1000178
100165,1000179
100166,1000180
100167,1000181
100168,1000182
100169,1000183
100170,1000184
100171,1000185
100172,1000187
100173,1000188
100174,1000190
100174,1000191
100175,1000192
100176,1000193
100177,1000194
100178,1000196
100179,1000197
100180,1000198
100181,1000199
100182,1000200
100183,1000201
100184,1000202
100185,1000203
100186,1000204
100187,1000205
100188,1000206
100189,1000207
100190,1000208
100191,1000209
100192,1000210
100193,1000210
100194,1000211
100195,1000212
100196,1000213
100197,1000215
100198,1000216
100199,1000217
100200,1000218
100201,1000219
100202,1000220
100203,1000221
100204,1000222
100205,1000223
100206,1000224
100207,1000225
100208,1000226
100209,1000227
100210,1000228
100211,1000229
100212,1000230
100213,1000231
100214,1000232
100215,1000233
100216,1000234
100217,1000235
100218,1000238
100219,1000239
100220,1000240
100221,1000241
100222,1000242
100223,1000243
100224,1000244
100225,1000245
100226,1000246
100227,1000247
100228,1000248
100229,1000249
100230,1000250
100231,1000251
100232,1000252
100233,1000253
100234,1000254
100235,1000255
100236,1000256
100237,1000257
100238,1000258
100239,1000259
100240,1000260
100241,1000261
100242,1000262
100243,1000263
100244,1000264
100245,1000265
100246,1000266
100247,1000267
100248,1000268
100249,1000269
100250,1000270
100251,1000271
100252,1000272
100253,1000273
100254,1000274
100255,1000275
100256,1000276
100257,1000278
100258,1000279
100259,1000280
100260,1000281
100261,1000282
100262,1000283
100263,1000284
100264,1000285
100265,1000286
100266,1000287
100267,1000288
100268,1000289
100269,1000290
100270,1000291
100271,1000292
100272,1000293
100273,1000293
100273,1000295
100274,1000294
100275,1000295
100276,1000296
100277,1000297
100278,1000298
100279,1000299
100280,1000300
100281,1000301
100282,1000302
100283,1000303
100284,1000304
100285,1000305
100286,1000306
100287,1000307
100288,1000308
100289,1000309
100290,1000310
100291,1000311
100292,1000312
100293,1000313
100294,1000314
100295,1000315
100296,1000316
100297,1000317
100298,1000318
100299,1000319
100300,1000320
100301,1000321
100302,1000322
100303,1000323
100304,1000324
100305,1000325
100306,1000326
100307,1000327
100308,1000328
100309,1000329
100310,1000330
100311,1000331
100312,1000332
100313,1000333
100314,1000334
100315,1000335
100316,1000336
100317,1000337
100318,1000338
100319,1000339
100319,1000340
100320,1000339
100320,1000340
100321,1000341
100322,1000342
100323,1000340
100324,1000343
100325,1000344
100326,1000345
100327,1000346
100328,1000347
100329,1000348
100330,1000349
100331,1000350
100332,1000351
100333,1000352
100334,1000353
100335,1000354
100336,1000355
100337,1000356
100338,1000357
100339,1000358
100340,1000359
100341,1000360
100342,1000361
100343,1000362
100344,1000363
100345,1000364
100346,1000365
100347,1000366
100348,1000367
100349,1000368
100350,1000368
100351,1000369
100352,1000370
100353,1000371
100354,1000372
100355,1000373
100356,1000374
100357,1000375
100358,1000376
100359,1000377
100360,1000378
100361,1000379
100362,1000380
100363,1000381
100364,1000382
100365,1000383
100366,1000384
100367,1000385
100368,1000386
100369,1000387
100370,1000388
100371,1000389
100372,1000390
100373,1000391
100374,1000392
100375,1000394
100376,1000393
100377,1000395
100378,1000396
100379,1000397
100380,1000398
100381,1000399
100381,1000400
100382,1000402
100383,1000403
100384,1000404
100385,1000410
100386,1000411
100387,1000412
100388,1000413
100389,1000414
100390,1000415
100391,1000416
100392,1000417
100393,1000418
100394,1000419
100395,1000420
100396,1000421
100397,1000422
100398,1000423
100399,1000425
100400,1000426
100401,1000427
100402,1000428
100403,1000424
100404,1000429
100405,1000430
100406,1000431
100407,1000432
100408,1000431
100408,1000433
100409,1000434
100410,1000435
100411,1000436
100411,1000437
100411,1000438
100412,1000439
100413,1000440
100414,1000441
100415,1000442
100416,1000443
100417,1000443
100418,1000444
100419,1000445
100420,1000446
100421,1000447
100422,1000448
100423,1000449
100424,1000450
100425,1000451
100426,1000452
100427,1000453
100428,1000454
100429,1000455
100430,1000456
100431,1000457
100432,1000458
100433,1000459
100434,1000460
100435,1000461
100436,1000462
100437,1000464
100438,1000467
100439,1000468
100440,1000469
100441,1000470
100442,1000471
100443,1000472
100444,1000473
100445,1000474
100445,1000475
100446,1000476
100447,1000477
100447,1000478
100448,1000479
100449,1000480
100450,1000481
100451,1000482
100452,1000483
100453,1000484
100454,1000485
100455,1000488
100456,1000489
100457,1000490
100458,1000491
100459,1000492
100460,1000493
100461,1000494
100462,1000495
100463,1000496
100464,1000497
100465,1000498
100466,1000499
100467,1000500
100468,1000501
100468,1000502
100469,1000503
100470,1000507
100471,1000509
100472,1000510
100473,1000511
100474,1000511
100475,1000512
100476,1000513
100477,1000514
100478,1000515
100479,1000516
100480,1000518
100481,1000519
100482,1000520
100483,1000521
100484,1000522
100485,1000523
100486,1000524
100487,1000525
100488,1000526
100489,1000527
100490,1000528
100491,1000529
100492,1000530
100493,1000532
100494,1000533
100495,1000534
100496,1000536
100497,1000537
100498,1000538
100499,1000539
100500,1000540
100501,1000542
100502,1000543
100503,1000544
100504,1000545
100505,1000546
100506,1000547
100507,1000548
100508,1000549
100509,1000550
100510,1000551
100511,1000552
100512,1000553
100513,1000554
100514,1000555
100515,1000556
100516,1000557
100517,1000558
100518,1000559
100519,1000560
100520,1000561
100521,1000562
100522,1000563
100523,1000564
100524,1000565
100525,1000566
100526,1000567
100527,1000568
100528,1000569
100529,1000570
100530,1000571
100531,1000572
100532,1000573
100533,1000574
100534,1000575
100535,1000576
100536,1000577
100537,1000578
100538,1000580
100539,1000581
100540,1000579
100541,1000582
100542,1000583
100543,1000585
100544,1000586
100545,1000587
100546,1000588
100547,1000589
100548,1000590
100549,1000591
100550,1000592
100551,1000594
100552,1000595
100553,1000596
100554,1000597
100555,1000598
100556,1000599
100557,1000600
100558,1000601
100559,1000602
100560,1000604
100560,1000605
100561,1000606
100562,1000607
100563,1000609
100564,1000610
100565,1000613
100566,1000614
100567,1000615
100568,1000616
100569,1000617
100570,1000618
100571,1000619
100572,1000620
100573,1000621
100574,1000622
100575,1000623
100576,1000624
100577,1000625
100578,1000626
100579,1000627
100580,1000628
100581,1000629
100582,1000630
100583,1000631
100584,1000632
100585,1000633
100586,1000634
100587,1000635
100588,1000636
100589,1000637
100590,1000638
100591,1000639
100592,1000640
100593,1000641
100594,1000642
100595,1000643
100596,1000644
100597,1000645
100598,1000646
100599,1000647
100600,1000648
100601,1000649
100602,1000650
100603,1000651
100604,1000652
100605,1000653
100606,1000654
100607,1000655
100608,1000656
100609,1000657
100610,1000658
100611,1000659
100612,1000660
100613,1000661
100614,1000663
100615,1000664
100616,1000665
100617,1000666
100618,1000668
100619,1000669
100620,1000670
100621,1000671
100622,1000675
100623,1000677
100624,1000676
100625,1000678
100626,1000679
100627,1000680
100628,1000681
100629,1000682
100630,1000683
100631,1000685
100632,1000686
100633,1000687
100634,1000688
100635,1000689
100636,1000690
100637,1000691
100638,1000692
100639,1000693
100640,1000694
100641,1000695
100642,1000696
100643,1000700
100644,1000701
100645,1000703
100646,1000704
100647,1000704
100648,1000705
100649,1000706
100650,1000707
100651,1000708
100652,1000710
100653,1000711
100654,1000712
100655,1000714
100656,1000715
100657,1000717
100658,1000718
100659,1000719
100660,1000720
100661,1000721
100662,1000722
100663,1000723
100664,1000724
100665,1000724
100665,1000725
100666,1000726
100667,1000728
100668,1000729
100669,1000729
100670,1000730
100671,1000731
100672,1000733
100673,1000734
100673,1000735
100674,1000736
100675,1000737
100676,1000738
100677,1000739
100678,1000740
100679,1000741
100680,1000742
100681,1000743
100682,1000744
100683,1000745
100684,1000746
100685,1000747
100686,1000748
100687,1000749
100688,1000750
100689,1000751
100690,1000752
100691,1000753
100692,1000754
100693,1000755
100694,1000756
100695,1000757
100696,1000758
100697,1000709
100698,1000759
100699,1000760
100700,1000761
100700,1000762
100701,1000763
100702,1000764
100703,1000765
100704,1000766
100705,1000767
100705,1000768
100706,1000769
100707,1000770
100708,1000771
100709,1000772
100710,1000773
100711,1000774
100712,1000775
100713,1000776
100714,1000777
100715,1000778
100716,1000779
100717,1000780
100718,1000781
100719,1000338
100720,1000782
100721,1000783
100722,1000784
100723,1000785
100724,1000786
100725,1000787
100726,1000788
100727,1000789
100728,1000790
100729,1000791
100730,1000794
100731,1000793
100732,1000792
100733,1000795
100734,1000796
100735,1000797
100736,1000798
100737,1000799
100738,1000800
100739,1000801
100740,1000802
100741,1000803
100742,1000804
100743,1000805
100744,1000806
100745,1000807
100746,1000808
100747,1000809
100748,1000810
100749,1000811
100750,1000812
100751,1000813
100752,1000814
100753,1000815
100754,1000816
100755,1000817
100756,1000818
100757,1000819
100758,1000820
100759,1000821
100760,1000822
100760,1000823
100761,1000824
100762,1000825
100763,1000827
100764,1000828
100765,1000829
100766,1000830
100767,1000831
100768,1000832
100769,1000833
100770,1000834
100771,1000835
100772,1000836
100773,1000837
100774,1000838
100775,1000839
100776,1000840
100777,1000841
100778,1000842
100779,1000843
100780,1000844
100781,1000845
100782,1000846
100783,1000847
100784,1000848
100785,1000849
100786,1000850
100787,1000851
100788,1000852
100789,1000853
100790,1000854
100791,1000855
100792,1000856
100793,1000857
100794,1000858
100795,1000859
100796,1000860
100797,1000861
100798,1000862
100799,1000863
100800,1000864
100801,1000865
100802,1000870
100803,1000871
100804,1000872
100805,1000873
100806,1000874
100807,1000875
100808,1000876
100809,1000877
100810,1000879
100811,1000880
100812,1000881
100813,1000882
100814,1000883
100815,1000884
100816,1000886
100817,1000887
100818,1000888
100819,1000890
100820,1000891
100821,1000892
100822,1000893
100823,1000894
100824,1000895
100825,1000896
100826,1000897
100827,1000898
100828,1000899
100829,1000900
100830,1000901
100831,1000902
100832,1000903
100833,1000904
100834,1000905
100835,1000906
100836,1000907
100837,1000908
100838,1000909
100839,1000910
100840,1000912
100841,1000913
100842,1000914
100843,1000915
100844,1000916
100845,1000917
100846,1000918
100847,1000920
100848,1000921
100849,1000922
100850,1000923
100851,1000924
100852,1000926
100853,1000927
100854,1000928
100855,1000929
100856,1000930
100857,1000931
100858,1000932
100859,1000935
100860,1000933
100861,1000936
100862,1000937
100863,1000937
100864,1000938
100865,1000939
100866,1000940
100867,1000941
100868,1000942
100869,1000944
100870,1000945
100871,1000946
100872,1000948
100873,1000949
100874,1000951
100875,1000950
100876,1000952
100877,1000953
100878,1000954
100879,1000955
100880,1000956
100881,1000958
100882,1000957
100883,1000959
100884,1000960
100885,1000961
100886,1000963
100887,1000964
100888,1000965
100889,1000966
100890,1000967
100891,1000968
100892,1000969
100893,1000970
100894,1000971
100895,1000972
100896,1000973
100897,1000974
100898,1000975
100899,1000976
100900,1000977
100901,1000978
100902,1000980
100903,1000981
100904,1000982
100905,1000983
100906,1000984
100907,1000985
100908,1000986
100909,1000987
100910,1000988
100911,1000989
100912,1000989
100913,1000990
100914,1000991
100915,1000992
100916,1000993
100917,1000994
100918,1000995
100919,1000996
100920,1000997
100921,1000998
100922,1000999
100923,1001000
100924,1001001
100925,1001003
100926,1001004
100927,1001005
100928,1001006
100929,1001007
100930,1001009
100931,1001010
100932,1001011
100933,1001012
100934,1001013
100935,1001014
100936,1001015
100937,1001016
100938,1001017
100939,1001018
100940,1001019
100941,1001020
100942,1001021
100943,1001022
100944,1001023
100945,1001024
100946,1001025
100947,1001026
100948,1001027
100949,1001028
100950,1001029
100951,1001030
100952,1001031
100953,1001032
100954,1001033
100955,1001033
100956,1001034
100957,1001035
100958,1001036
100959,1001037
100960,1001038
100961,1001039
100962,1001040
100963,1001041
100964,1001042
100965,1001043
100966,1001044
100967,1001045
100968,1001046
100969,1001047
100970,1001048
100971,1001049
100972,1001050
100973,1001051
100974,1001052
100975,1001053
100976,1001055
100977,1001057
100978,1001058
100979,1001059
100980,1001060
100981,1001061
100982,1001062
100983,1001063
100984,1001064
100985,1001065
100986,1001066
100987,1001067
100988,1001068
100989,1001069
100990,1001070
100991,1001071
100992,1001072
100993,1001073
100994,1001074
100995,1001074
100996,1001075
100997,1001076
100998,1001077
100999,1001079
101000,1001080
101001,1001081
101001,1001082
101002,1001083
101003,1001084
101004,1001085
101005,1001086
101006,1001087
101007,1001088
101008,1001089
101009,1001090
101010,1001091
101011,1001092
101012,1001093
101013,1001094
101014,1001095
101015,1001096
101016,1001097
101017,1001098
101018,1001099
101019,1001100
101020,1001101
101021,1001103
101022,1001104
101023,1001105
101024,1001106
101024,1001108
101025,1001107
101026,1001109
101027,1001110
101028,1001111
101029,1001112
101030,1001113
101031,1001114
101032,1001115
101033,1001116
101034,1001117
101035,1001118
101036,1001119
101037,1001120
101038,1001121
101039,1001122
101040,1001123
101041,1001124
101042,1001125
101043,1001125
101044,1001126
101045,1001127
101046,1001128
101047,1001130
101048,1001131
101049,1001129
101050,1001132
101051,1001134
101052,1001133
101053,1001135
101054,1001136
101055,1001137
101056,1001138
101057,1001139
101058,1001140
101059,1001141
101060,1001142
101061,1001143
101062,1001144
101063,1001145
101064,1001146
101065,1001147
101066,1001149
101067,1001150
101068,1001151
101069,1001152
101070,1001153
101071,1001155
101072,1001156
101073,1001159
101074,1001160
101075,1001161
101076,1001162
101077,1001163
101078,1001164
101079,1001165
101080,1001166
101081,1001167
101082,1001168
101083,1001169
101084,1001170
101085,1001171
101086,1001172
101087,1001173
101088,1001174
101089,1001175
101090,1001176
101091,1001177
101092,1001178
101093,1001179
101094,1001180
101095,1001181
101096,1001182
101097,1001182
101098,1001182
101099,1001183
101100,1001184
101101,1001185
101101,1001186
101101,1001205
101102,1001187
101103,1001188
101104,1001189
101105,1001189
101106,1001190
101107,1001191
101108,1001193
101109,1001194
101110,1001195
101111,1001195
101112,1001196
101113,1001197
101114,1001198
101115,1001199
101116,1001200
101117,1001201
101118,1001202
101119,1001203
101120,1001204
101121,1001206
101122,1001207
101123,1001208
101124,1001209
101125,1001210
101126,1001211
101127,1001212
101128,1001213
101129,1001214
101130,1001215
101131,1001216
101132,1001217
101133,1001218
101134,1001219
101135,1001220
101136,1001221
101137,1001222
101138,1001223
101139,1001225
101140,1001226
101141,1001227
101142,1001227
101143,1001227
101144,1001228
101145,1001229
101146,1001230
101147,1001231
101148,1001232
101149,1001233
101150,1001234
101151,1001235
101152,1001236
101153,1001237
101154,1001238
101155,1001239
101156,1001240
101157,1001241
101158,1001242
101159,1001243
101160,1001244
101161,1001245
101162,1001246
101163,1001246
101164,1001247
101165,1001248
101166,1001249
101167,1001250
101168,1001251
101169,1001252
101170,1001254
101171,1001255
101172,1001256
101173,1001257
101174,1001258
101175,1001259
101176,1001260
101177,1001261
101178,1001262
101179,1001263
101180,1001264
101181,1001265
101182,1001266
101183,1001267
101184,1001268
101185,1001269
101186,1001270
101187,1001271
101188,1001272
101189,1001273
101190,1001274
101191,1001275
101192,1001276
101193,1001277
101195,1001278
101196,1001279
101197,1001281
101198,1001282
101199,1001282
101200,1001283
101201,1001284
101202,1001285
101203,1001286
101204,1001287
101205,1001288
101206,1001289
101207,1001290
101208,1001291
101209,1001292
101210,1001293
101211,1001294
101212,1001295
101213,1001296
101214,1001297
101215,1001298
101216,1001299
101217,1001299
101218,1001300
101219,1001301
101220,1001302
101221,1001303
101222,1001304
101223,1001305
101224,1001306
101225,1001307
101226,1001308
101227,1001309
101228,1001310
101229,1001311
101230,1001312
101231,1001313
101232,1001314
101233,1001315
101234,1001316
101235,1001317
101236,1001318
101237,1001319
101238,1001320
101239,1001321
101240,1001322
101241,1001323
101242,1001324
101243,1001325
101244,1001326
101245,1001328
101246,1001327
101247,1000074
101248,1000126
101249,1000128
101250,1000133
101251,1000144
101252,1000146
101253,1000152
101254,1000156
101255,1000186
101256,1000487
101257,1000463
101258,1000531
101259,1000541
101260,1000611
101261,1000727
101262,1000911
101263,1000979
101264,1001054
101265,1001148
101266,1000535
101267,1000407
101268,1000608
101269,1000716
101270,1001329
101271,1001330
101272,1001331
101273,1001332
101274,1001333
101275,1001334
101276,1001335
101277,1001336
101278,1001337
101279,1001338
101280,1001339
101281,1001340
101282,1001341
101283,1001342
101284,1001343
101285,1001344
101286,1001345
101287,1001346
101288,1001347
101289,1001348
101290,1001349
101291,1001350
101292,1001351
101293,1001352
101294,1001353
101295,1001354
101296,1001355
101297,1001356
101298,1001357
101299,1001358
101300,1001360
101301,1001359
101302,1001361
101303,1001362
101304,1001363
101305,1001364
101306,1001366
101307,1001367
101308,1001368
101309,1001369
101310,1001270
101311,1001371
101312,1001372
101313,1001373
101314,1001374
101315,1001375
101316,1001376
101317,1001377
101318,1001378
101319,1001379
101320,1001380
101321,1001381
101322,1001382
101323,1001383
101324,1001365
101325,1001384
101326,1001385
101327,1001386
101328,1001387
101329,1001388
101330,1001389
101331,1000505
101332,1001390
101333,1001391
101334,1001392
101335,1001393
101335,1001394
101335,1001395
101336,1001396
101337,1001397
101338,1001398
101339,1001400
101340,1001401
101341,1001402
101342,1001403
101343,1001404
101344,1001405
101345,1001406
101346,1001407
101347,1001408
101348,1001408
101349,1001410
101350,1001411
101351,1001412
101352,1001413
101353,1001414
101354,1001415
101355,1001416
101356,1001417
101357,1001418
101358,1001419
101359,1001420
101360,1001421
101361,1001422
101362,1001424
101363,1001394
101364,1001425
101365,1001426
101366,1001427
101367,1001464
101368,1001429
101369,1001430
101370,1001431
101371,1001432
101371,1001433
101372,1001434
101373,1001435
101374,1001436
101375,1001437
101376,1001438
101377,1001439
101378,1001440
101379,1001442
101380,1001443
101381,1001444
101381,1001445
101382,1001446
101383,1001448
101384,1001449
101385,1001450
101386,1001451
101387,1001452
101388,1001453
101389,1001454
101390,1001455
101391,1001456
101392,1001457
101393,1001458
101394,1001459
101395,1001460
101396,1001462
101397,1001463
101398,1001428
101399,1001465
101400,1001466
101401,1001467
101402,1001468
101403,1001469
101404,1001470
101405,1001471
101406,1001472
101407,1001473
101408,1001474
101409,1001475
101410,1001476
101411,1001477
101412,1001478
101413,1001479
101414,1001480
101415,1001481
101416,1001482
101417,1001483
101418,1001484
101419,1001485
101420,1001486
101421,1001487
101422,1001488
101423,1001489
101424,1001490
101425,1001491
101426,1001492
101427,1001493
101428,1001494
101429,1001495
101430,1001496
101431,1001497
101432,1001498
101433,1001499
101434,1001500
101435,1001501
101436,1001502
101437,1001503
101438,1001503
101439,1001504
101440,1001505
101441,1000835
101442,1001506
101443,1001507
101444,1001508
101445,1001509
101446,1001510
101447,1001511
101448,1001512
101449,1001513
101450,1001514
101451,1001515
101452,1001516
101453,1001517
101454,1001518
101455,1001519
101456,1001520
101457,1001521
101458,1001522
101459,1001523
101460,1001524
101461,1001525
101462,1001526
101463,1001527
101464,1001528
101465,1001529
101466,1001530
101467,1001531
101468,1001531
991002,991002
991003,991003
991004,991004
991005,991005
991006,991006
991007,991007
991008,991008
991009,991009
991010,991010
991011,991011
991012,991012
991013,991013
991014,991014
991015,991015
991016,991016
991017,991017
991018,991018
991019,991019
991020,991020
991021,991021
991022,991022
991023,991023
991024,991024
991025,991025
991026,991026
991027,991027
991028,991028
991029,991029
991030,991030
991031,991031
991032,991032
991033,991033
991034,991034
991035,991035
991036,991036
991037,991037
991038,991038
991039,991039
991040,991040
991041,991041
991042,991042
991043,991043
991044,991044
991045,991045
991046,991046
991047,991047
991048,991048
991049,991049
991050,991050
991051,991051
991052,991052
991053,991053
991054,991054
991055,991055
991056,991056
991057,991057
991058,991058
991059,991059
991060,991060
991061,991061
991062,991062
991063,991063
991064,991064
991065,991065
991066,991066
991067,991067
991068,991068
991069,991069
991070,991070
991071,991071
991072,991072
991073,991073
991074,991074
991075,991075
991076,991076
991077,991077
991078,991078
991079,991079
991080,991080
991081,991081
991082,991082
991083,991083
991084,991084
991085,991085
991086,991086
991087,991087
991088,991088
991089,991089
991090,991090
991091,991091
991092,991092
991093,991093
991094,991094
991095,991095
991096,991096
991097,991097
991098,991098
991099,991099
991100,991100
991101,991101
991102,991102
991103,991103
991104,991104
991105,991105
991106,991106
991107,991107
991108,991108
991109,991109
991110,991110
991111,991111
991112,991112
991113,991113
991114,991114
991115,991115
991116,991116
991117,991117
991118,991118
991119,991119
991120,991120
991121,991121
991122,991122
991123,991123
991124,991124
991125,991125
991126,991126
991127,991127
991128,991128
991129,991129
991130,991130
991131,991131
991132,991132
991133,991133
991134,991134
991135,991135
991136,991136
991137,991137
991138,991138
991139,991139
991140,991140
991141,991141
991142,991142
991143,991143
991144,991144
991145,991145
991146,991146
991147,991147
991148,991148
991149,991149
991150,991150
991151,991151
991152,991152
991153,991153
991154,991154
991155,991155
991156,991156
991157,991157
991158,991158
991159,991159
991160,991160
991161,991161
991162,991162
991163,991163
991164,991164
991165,991165
991166,991166
991167,991167
991168,991168
991169,991169
991170,991170
991171,991171
991172,991172
991173,991173
991174,991174
991175,991175
991176,991176
991177,991177
991178,991178
991179,991179
991180,991180
991181,991181
991182,991182
991183,991183
991184,991184
991185,991185
991186,991186
991187,991187
991188,991188
991189,991189
991190,991190
991191,991191
991192,991192
991193,991193
991194,991194
991195,991195
991196,991196
991197,991197
991198,991198
991199,991199
991200,991200
991201,991201
991202,991202
991203,991203
991204,991204
991205,991205
991206,991206
991207,991207
991208,991208
991209,991209
991210,991210
991211,991211
991212,991212
991213,991213
991214,991214
991215,991215
991216,991216
991217,991217
991218,991218
991219,991219
991220,991220
991221,991221
991222,991222
991223,991223
991224,991224
991225,991225
991226,991226
991227,991227
991228,991228
991229,991229
991230,991230
991231,991231
991232,991232
991233,991233
991234,991234
991235,991235
991236,991236
991237,991237
991238,991238
991239,991239
991240,991240
991241,991241
991242,991242
991243,991243
991244,991244
991245,991245
991246,991246
991247,991247
991248,991248
991249,991249
991250,991250
991251,991251
991252,991252
